Resort_Name,google_search_name,Resort_INS_hashtag,twitter_account_name,twitter_screen_name,Continent,Country,State,URL,Altitude,Easy_km,Intermediate_km,Difficult_km,Adult_ticket,Youth_ticket,Child_ticket,Lifts_cables
storrs-hill-lebanon,storrs-hill-lebanon skiresort,storrshill,Storrs Hill Ski Area,StorrsHill,North America,USA,New Hampshire,http://www.skiresort.info/ski-resort/storrs-hill-lebanon/,282,0.7,0.3,0,10,0,7,1.5
stowe,stowe skiresort,skistowe,Stowe Mt Resort,StoweMtResort,North America,USA,Vermont,http://www.skiresort.info/ski-resort/stowe/,1116,20,42,8,131,0,111,4
stratton,stratton skiresort,strattonski,Stratton Mountain,StrattonResort,North America,USA,Vermont,http://www.skiresort.info/ski-resort/stratton/,1181,60,20,12,105,89,79,3.7
sugar-bowl,sugar-bowl skiresort,sugarbowlskiresort,Sugar Bowl Resort,sugarbowlresort,North America,USA,Western United States,http://www.skiresort.info/ski-resort/sugar-bowl/,2555,15.3,40.5,34.2,115,94,66,3.7
sugarbush,sugarbush skiresort,sugarbush,"Sugarbush, Vermont",Sugarbush_VT,North America,USA,Vermont,http://www.skiresort.info/ski-resort/sugarbush/,1240,17,40,30,97,0,77,3.7
the-summit-at-snoqualmie,the-summit-at-snoqualmie skiresort,thesummitatsnoqualmie,Summit at Snoqualmie,SummitSnow411,North America,USA,Washington State,http://www.skiresort.info/ski-resort/the-summit-at-snoqualmie/,1180,5.2,13.7,9,79,55,15,3.2
sunburst,sunburst skiresort,sunburstskiarea,Sunburst Sports Park,SunburstSkiArea,North America,USA,Wisconsin,http://www.skiresort.info/ski-resort/sunburst/,357,0.5,1.5,1,42,0,25,2.6
sundance,sundance skiresort,sundanceskiresort,Sundance Ski & Board,SundanceSki,North America,USA,Utah,http://www.skiresort.info/ski-resort/sundance/,2515,15,20,9,70,0,43,3
sunday-river,sunday-river skiresort,sundayriverskiresort,Sunday River,sundayriver,North America,USA,Maine,http://www.skiresort.info/ski-resort/sunday-river/,957,30,40,14,105,79,69,3.6
sundown-mountain-resort,sundown-mountain-resort skiresort,sundownmountainresort,Sundown Mountain,SundownMountain,North America,USA,Iowa,http://www.skiresort.info/ski-resort/sundown-mountain-resort/,350,1.3,1.6,0.3,45,0,35,null
sunrise-park,sunrise-park skiresort,sunrisepark,Sunrise Park Resort,SunriseResortAZ,North America,USA,Arizona,http://www.skiresort.info/ski-resort/sunrise-park/,3330,0,0,0,71,59,44,null
dollar-mountain-sun-valley,dollar-mountain-sun-valley skiresort,dollarmountainsunvalley,Sun Valley Resort,sunvalley,North America,USA,Idaho,http://www.skiresort.info/ski-resort/dollar-mountain-sun-valley/,2023,7,2,0,120,0,58,3.7
swain,swain skiresort,swainskiresort,Swain Resort,SwainResort,North America,USA,New York,http://www.skiresort.info/ski-resort/swain/,600,3,4.2,3.7,54,0,44,2.9
taos,taos skiresort,taosski,Taos Ski Valley,TaosSkiValley,North America,USA,New Mexico,http://www.skiresort.info/ski-resort/taos/,3795,27,28,58,105,85,65,3
telluride,telluride skiresort,telluride,Telluride Ski Resort,Telluride,North America,USA,Colorado,http://www.skiresort.info/ski-resort/telluride/,3815,6.7,51.7,29.8,133,0,79,4
terry-peak,terry-peak skiresort,terrypeakskiarea,Terry Peak Ski Area,TerryPeak,North America,USA,South Dakota,http://www.skiresort.info/ski-resort/terry-peak/,2130,4.7,7.2,4.1,53,0,39,4.1
the-homestead-resort,the-homestead-resort skiresort,thehomesteadresort,The Homestead,TheHomesteadMI,North America,USA,Michigan,http://www.skiresort.info/ski-resort/the-homestead-resort/,280,1,2,1,50,38,24,null
timber-ridge,timber-ridge skiresort,timberridgeski,Timber Ridge Ski Area,timberridgeski,North America,USA,Michigan,http://www.skiresort.info/ski-resort/timber-ridge/,287,1.2,1.6,0.4,40,0,29,null
timberline,timberline skiresort,timberlineskiresort,Timberline Resort WV,TlineWV,North America,USA,Oregon,http://www.skiresort.info/ski-resort/timberline/,2603,8,15,8,76,63,34,4.1
tussey-mountain,tussey-mountain skiresort,tusseymountain,Tussey Mountain,TusseyMountain,North America,USA,Pennsylvania,http://www.skiresort.info/ski-resort/tussey-mountain/,553,1.5,1.2,0.3,48,0,44,null
tuxedo-ridge,tuxedo-ridge skiresort,tuxedoridgeskicenter,Tuxedo Ridge,tuxedoridge,North America,USA,New York,http://www.skiresort.info/ski-resort/tuxedo-ridge/,365,1,4,2,0,0,0,null
tyrol-basin-mt-horeb,tyrol-basin-mt-horeb skiresort,tyrolbasinparks,Tyrol Basin,tyrolbasin,North America,USA,Wisconsin,http://www.skiresort.info/ski-resort/tyrol-basin-mt-horeb/,344,1.2,1.5,1.5,45,0,35,null
vail,vail skiresort,skivail,Vail,vailmtn,North America,USA,Colorado,http://www.skiresort.info/ski-resort/vail/,3433,57,84,93,169,0,117,4
valdez-heli-ski-guides,valdez-heli-ski-guides skiresort,valdezheliskiguides,valdez heli ski,valdezheliski,North America,USA,Alaska,http://www.skiresort.info/ski-resort/valdez-heli-ski-guides/,0,0,0,0,0,0,0,null
villa-roma,villa-roma skiresort,villaromaski,Villa Roma Resort,villaromaresort,North America,USA,New York,http://www.skiresort.info/ski-resort/villa-roma/,388,1.7,0,0,0,0,0,null
wachusett-mountain,wachusett-mountain skiresort,wachusettmountain,Wachusett Mountain,Wachusett,North America,USA,Massachusetts,http://www.skiresort.info/ski-resort/wachusett-mountain/,611,3.6,4.8,3.6,69,0,56,4.1
waterville-valley,waterville-valley skiresort,watervillevalley,Waterville Valley Resort,waterville,North America,USA,New Hampshire,http://www.skiresort.info/ski-resort/waterville-valley/,1220,3.5,16,5.5,81,71,61,3.3
welch-village,welch-village skiresort,welchvillage,Welch Village,Welch_Village,North America,USA,Minnesota,http://www.skiresort.info/ski-resort/welch-village/,323,2,2,2,56,0,46,null
whisper-ridge,whisper-ridge skiresort,whisperridge,Whisper Ridge Utah,Whisperridgeut,North America,USA,Utah,http://www.skiresort.info/ski-resort/whisper-ridge/,0,0,0,0,0,0,0,null
the-whitecap-mountains,the-whitecap-mountains skiresort,thewhitecapmountains,Whitecap Mountains Resort,whitecapresort,North America,USA,Wisconsin,http://www.skiresort.info/ski-resort/the-whitecap-mountains/,540,4,2,3,55,42,27,null
white-pass,white-pass skiresort,whitepass,White Pass,WhitePass,North America,USA,Washington State,http://www.skiresort.info/ski-resort/white-pass/,1986,10,12,8,63,0,43,3.7
whitetail,whitetail skiresort,whitetailskiresort,Whitetail Resort,whitetailresort,North America,USA,Pennsylvania,http://www.skiresort.info/ski-resort/whitetail/,549,1.5,5.6,3.1,75,0,62,null
willard-mountain-greenwich,willard-mountain-greenwich skiresort,willardmountain,Willard Mountain,willardmtn,North America,USA,New York,http://www.skiresort.info/ski-resort/willard-mountain-greenwich/,429,0.6,1.4,0.8,43,0,39,null
wilmot-mountain,wilmot-mountain skiresort,wilmotmountain,Wilmot Mountain,WilmotMTN,North America,USA,Wisconsin,http://www.skiresort.info/ski-resort/wilmot-mountain/,292,1.4,1.6,1,64,0,59,2.9
windham-mountain,windham-mountain skiresort,windhammountain,Windham Mountain,windhammountain,North America,USA,New York,http://www.skiresort.info/ski-resort/windham-mountain/,945,0,0,0,85,73,63,null
wintergreen-resort,wintergreen-resort skiresort,wintergreenresort,Wintergreen Resort,WintergreenVA,North America,USA,Virginia,http://www.skiresort.info/ski-resort/wintergreen-resort/,1071,2,4,4,84,0,64,3.8
winter-park-resort,winter-park-resort skiresort,winterparkresort,Winter Park Resort,WinterPark,North America,USA,Colorado,http://www.skiresort.info/ski-resort/winter-park-resort/,3676,11,53,79,159,0,99,4
winterplace,winterplace skiresort,winterplaceskiresort,Winterplace WV,winterplacewv,North America,USA,West Virginia,http://www.skiresort.info/ski-resort/winterplace/,1097,0,0,0,69,0,52,null
wolf-creek,wolf-creek skiresort,wolfcreekski,Wolf Creek Ski Area,WolfCreekSki2,North America,USA,Colorado,http://www.skiresort.info/ski-resort/wolf-creek/,3628,20,35,45,70,0,36,3.4
wolf-ridge,wolf-ridge skiresort,wolfridgeskiresort,Wolf Ridge E.L.C.,WolfRidgeElC,North America,USA,North Carolina,http://www.skiresort.info/ski-resort/wolf-ridge/,1432,3,2,1,56,0,46,3
yawgoo-valley,yawgoo-valley skiresort,yawgoovalley,Yawgoo Valley,YawgooValley,North America,USA,Rhode Island,http://www.skiresort.info/ski-resort/yawgoo-valley/,96,1.5,0.9,0.1,49,0,42,null
yellowstone-club,yellowstone-club skiresort,yellowstoneclub,Yellowstone Club,YellowstoneClub,North America,USA,Montana,http://www.skiresort.info/ski-resort/yellowstone-club/,3005,30,30,20,0,0,0,4.4
49-degrees-north-mountain-resort,49-degrees-north-mountain-resort skiresort,49degreesnorth,NULL,NULL,North America,USA,Washington State,http://www.skiresort.info/ski-resort/49-degrees-north-mountain-resort/,1760,20,27,21,58,0,48,3
abenaki,abenaki skiresort,abenaki,NULL,NULL,North America,USA,New Hampshire,http://www.skiresort.info/ski-resort/abenaki/,250,0.5,0.3,0.2,0,0,0,null
aldis-hill-park-st-albans,aldis-hill-park-st-albans skiresort,aldishill,NULL,NULL,North America,USA,Vermont,http://www.skiresort.info/ski-resort/aldis-hill-park-st-albans/,150,0.2,0.2,0,0,0,0,null
alpine-mountain-ski-snow-tubing-center,alpine-mountain-ski-snow-tubing-center skiresort,alpinemountainski,NULL,NULL,North America,USA,Pennsylvania,http://www.skiresort.info/ski-resort/alpine-mountain-ski-snow-tubing-center/,351,2,4,2,55,0,45,3
alpine-valley-resort-elkhorn,alpine-valley-resort-elkhorn skiresort,alpinevalleyresort,NULL,NULL,North America,USA,Wisconsin,http://www.skiresort.info/ski-resort/alpine-valley-resort-elkhorn/,415,1.5,1.5,1,48,0,43,3.5
alpine-valley-white-lake,alpine-valley-white-lake skiresort,alpinevalley,NULL,NULL,North America,USA,Michigan,http://www.skiresort.info/ski-resort/alpine-valley-white-lake/,368,3,1,1,45,0,35,null
american-dream-meadowlands-east-rutherford,american-dream-meadowlands-east-rutherford skiresort,americandreammeadowlandseastrutherford,NULL,NULL,North America,USA,New Jersey,http://www.skiresort.info/ski-resort/american-dream-meadowlands-east-rutherford/,136,0.3,0,0,0,0,0,1
apple-mountain,apple-mountain skiresort,applemountain,NULL,NULL,North America,USA,Michigan,http://www.skiresort.info/ski-resort/apple-mountain/,244,0.8,0.8,0.4,35,0,0,null
aspen-mountain,aspen-mountain skiresort,aspenmountain,NULL,NULL,North America,USA,Colorado,http://www.skiresort.info/ski-resort/aspen-mountain/,3418,0,49,54,169,0,112,4
ausblick-sussex,ausblick-sussex skiresort,ausblickskiarea,NULL,NULL,North America,USA,Wisconsin,http://www.skiresort.info/ski-resort/ausblick-sussex/,350,0.8,0.6,0,30,0,0,2.5
badger-mountain,badger-mountain skiresort,badgermountainskihill,NULL,NULL,North America,USA,Washington State,http://www.skiresort.info/ski-resort/badger-mountain/,1158,2,0.5,0,10,10,10,null
badger-pass,badger-pass skiresort,badgerpass,NULL,NULL,North America,USA,California,http://www.skiresort.info/ski-resort/badger-pass/,2440,3.5,5,1.5,47,42,30,2.9
bald-mountain,bald-mountain skiresort,baldmountainskiarea,NULL,NULL,North America,USA,Idaho,http://www.skiresort.info/ski-resort/bald-mountain/,1463,3,4,2,20,0,17,1.4
bald-mountain-sun-valley,bald-mountain-sun-valley skiresort,baldmountainsunvalley,NULL,NULL,North America,USA,Idaho,http://www.skiresort.info/ski-resort/bald-mountain-sun-valley/,2788,35,40,17,125,0,75,3.9
bear-creek-mountain-resort,bear-creek-mountain-resort skiresort,bearcreekmountainresort,NULL,NULL,North America,USA,Pennsylvania,http://www.skiresort.info/ski-resort/bear-creek-mountain-resort/,335,3,4,3,67,0,58,3
bear-paw-ski-bowl,bear-paw-ski-bowl skiresort,bearpawskibowl,NULL,NULL,North America,USA,Montana,http://www.skiresort.info/ski-resort/bear-paw-ski-bowl/,1609,3,6,1,20,0,18,null
bear-valley,bear-valley skiresort,bearvalleyskiresort,NULL,NULL,North America,USA,California,http://www.skiresort.info/ski-resort/bear-valley/,2590,17,27,23,79,68,32,3.4
bearfire-resort-dallas-fort-worth-planned,bearfire-resort-dallas-fort-worth-planned skiresort,bearfireresortdallasfortworthplanned,NULL,NULL,North America,USA,Texas,http://www.skiresort.info/ski-resort/bearfire-resort-dallas-fort-worth-planned/,0,0,0,0,0,0,0,null
bears-den-mountain-fort-ransom,bears-den-mountain-fort-ransom skiresort,bearsdenmountain,NULL,NULL,North America,USA,North Dakota,http://www.skiresort.info/ski-resort/bears-den-mountain-fort-ransom/,430,2,2,0,25,0,21,null
beartown,beartown skiresort,beartownskiresort,NULL,NULL,North America,USA,New York,http://www.skiresort.info/ski-resort/beartown/,304,0.5,0.3,0,22,0,20,1.5
beech-mountain,beech-mountain skiresort,beechmountain,NULL,NULL,North America,USA,North Carolina,http://www.skiresort.info/ski-resort/beech-mountain/,1678,3,7,4,65,0,45,3.3
beef-trail,beef-trail skiresort,beeftrail,NULL,NULL,North America,USA,Montana,http://www.skiresort.info/ski-resort/beef-trail/,0,0,0,0,0,0,0,null
big-bear-at-masthope-mountain,big-bear-at-masthope-mountain skiresort,bigbearatmasthope,NULL,NULL,North America,USA,Pennsylvania,http://www.skiresort.info/ski-resort/big-bear-at-masthope-mountain/,450,3,2,2,59,0,45,3
big-boulder,big-boulder skiresort,bigboulderpark,NULL,NULL,North America,USA,Pennsylvania,http://www.skiresort.info/ski-resort/big-boulder/,663,3,1,0,58,0,45,null
big-creek-ski-area,big-creek-ski-area skiresort,bigcreekskiclub,NULL,NULL,North America,USA,Ohio,http://www.skiresort.info/ski-resort/big-creek-ski-area/,320,1,0,0,0,0,0,null
big-powderhorn-mountain,big-powderhorn-mountain skiresort,bigpowderhornmountain,NULL,NULL,North America,USA,Michigan,http://www.skiresort.info/ski-resort/big-powderhorn-mountain/,540,3.5,3.5,3,65,54,44,null
big-squaw,big-squaw skiresort,bigsquaw,NULL,NULL,North America,USA,Maine,http://www.skiresort.info/ski-resort/big-squaw/,933,3,3,2,30,0,25,null
black-rapid,black-rapid skiresort,blackrapids,NULL,NULL,North America,USA,Alaska,http://www.skiresort.info/ski-resort/black-rapid/,0,0,0,0,0,0,0,null
blackjack,blackjack skiresort,blackjackskiresort,NULL,NULL,North America,USA,Michigan,http://www.skiresort.info/ski-resort/blackjack/,510,2,4,4,65,0,52,null
blacktail-mountain,blacktail-mountain skiresort,blacktailmountain,NULL,NULL,North America,USA,Montana,http://www.skiresort.info/ski-resort/blacktail-mountain/,2066,3,11,3,40,28,19,null
blandford,blandford skiresort,skiblandford,NULL,NULL,North America,USA,Massachusetts,http://www.skiresort.info/ski-resort/blandford/,440,2,2,1,44,0,39,null
blue-hills,blue-hills skiresort,bluehillsskiarea,NULL,NULL,North America,USA,Massachusetts,http://www.skiresort.info/ski-resort/blue-hills/,180,1.5,1,0.5,45,0,0,null
boreal,boreal skiresort,borealskiresort,NULL,NULL,North America,USA,Western United States,http://www.skiresort.info/ski-resort/boreal/,2357,6,11,3,64,44,34,3.3
boston-mills,boston-mills skiresort,bostonmills,NULL,NULL,North America,USA,Ohio,http://www.skiresort.info/ski-resort/boston-mills/,270,0.5,0.5,0.5,43,0,38,null
bottineau-winter-park,bottineau-winter-park skiresort,bottineauwinterpark,NULL,NULL,North America,USA,North Dakota,http://www.skiresort.info/ski-resort/bottineau-winter-park/,740,0.8,0.3,0.2,35,30,20,null
boyce-park,boyce-park skiresort,boyceparkskislopes,NULL,NULL,North America,USA,Pennsylvania,http://www.skiresort.info/ski-resort/boyce-park/,380,1,0,0,22,16,8,null
boyne-mountain,boyne-mountain skiresort,boynemountain,NULL,NULL,North America,USA,Michigan,http://www.skiresort.info/ski-resort/boyne-mountain/,372,4.5,6,3.5,89,79,69,3.1
bradford,bradford skiresort,bradfordski,NULL,NULL,North America,USA,Massachusetts,http://www.skiresort.info/ski-resort/bradford/,80,1.5,1.5,1,52,0,0,null
brandywine,brandywine skiresort,brandywineskiresort,NULL,NULL,North America,USA,Ohio,http://www.skiresort.info/ski-resort/brandywine/,270,1,0.7,0.3,43,0,38,null
brantling-ski-slopes,brantling-ski-slopes skiresort,brantlingskislopes,NULL,NULL,North America,USA,New York,http://www.skiresort.info/ski-resort/brantling-ski-slopes/,210,0.7,0.3,0,32,0,29,null
brian-head,brian-head skiresort,brianheadskiresort,NULL,NULL,North America,USA,Utah,http://www.skiresort.info/ski-resort/brian-head/,3328,22,24,25,69,0,50,3.3
brighton,brighton skiresort,brightonskiresort,NULL,NULL,North America,USA,Utah,http://www.skiresort.info/ski-resort/brighton/,3200,10,18,38,79,0,49,4.1
bruce-mound,bruce-mound skiresort,brucemound,NULL,NULL,North America,USA,Wisconsin,http://www.skiresort.info/ski-resort/bruce-mound/,400,1,0.5,0.5,31,28,13,null
buena-vista,buena-vista skiresort,buenavistaskiarea,NULL,NULL,North America,USA,Minnesota,http://www.skiresort.info/ski-resort/buena-vista/,470,0.4,0.8,0.5,40,0,30,null
buttermilk-mountain,buttermilk-mountain skiresort,buttermilkmountain,NULL,NULL,North America,USA,Colorado,http://www.skiresort.info/ski-resort/buttermilk-mountain/,3018,11.9,13.3,8.8,169,0,112,4
camp-10,camp-10 skiresort,camp10skiandsnowboard,NULL,NULL,North America,USA,Wisconsin,http://www.skiresort.info/ski-resort/camp-10/,530,0.3,0.7,0.5,34,0,25,null
campgaw,campgaw skiresort,campgaw,NULL,NULL,North America,USA,New Jersey,http://www.skiresort.info/ski-resort/campgaw/,290,1,0,0,45,0,0,null
campton-mountain,campton-mountain skiresort,camptonmountain,NULL,NULL,North America,USA,New Hampshire,http://www.skiresort.info/ski-resort/campton-mountain/,435,0.6,0.5,0.2,15,0,0,2.8
carson-ski-resort,carson-ski-resort skiresort,carsonskiresort,NULL,NULL,North America,USA,California,http://www.skiresort.info/ski-resort/carson-ski-resort/,0,0,0,0,0,0,0,null
cascade-powder-guides,cascade-powder-guides skiresort,cascadepowderguides,NULL,NULL,North America,USA,Washington State,http://www.skiresort.info/ski-resort/cascade-powder-guides/,1705,0,0,0,465,0,465,null
cataldo-peak-adventures,cataldo-peak-adventures skiresort,cataldopeakadventures,NULL,NULL,North America,USA,Idaho,http://www.skiresort.info/ski-resort/cataldo-peak-adventures/,0,0,0,0,325,0,0,null
challenge-mountain-walloon-lake,challenge-mountain-walloon-lake skiresort,challengemountain,NULL,NULL,North America,USA,Michigan,http://www.skiresort.info/ski-resort/challenge-mountain-walloon-lake/,325,0.9,0.3,0,0,0,0,null
cloudcroft,cloudcroft skiresort,skicloudcroft,NULL,NULL,North America,USA,New Mexico,http://www.skiresort.info/ski-resort/cloudcroft/,2773,4,2,4,45,0,35,null
coppervale,coppervale skiresort,coppervale,NULL,NULL,North America,USA,California,http://www.skiresort.info/ski-resort/coppervale/,1825,1,2,0,0,0,0,1.5
cottonwood-butte,cottonwood-butte skiresort,cottonwoodbutte,NULL,NULL,North America,USA,Idaho,http://www.skiresort.info/ski-resort/cottonwood-butte/,1707,0,0,0,20,0,0,null
crescent-hills,crescent-hills skiresort,crescenthills,NULL,NULL,North America,USA,Iowa,http://www.skiresort.info/ski-resort/crescent-hills/,457,0.8,0.8,0.4,39,0,35,null
dartmouth-skiway,dartmouth-skiway skiresort,dartmouthskiway,NULL,NULL,North America,USA,New Hampshire,http://www.skiresort.info/ski-resort/dartmouth-skiway/,592,4,8,4,48,38,33,null
deer-mountain,deer-mountain skiresort,deermountain,NULL,NULL,North America,USA,South Dakota,http://www.skiresort.info/ski-resort/deer-mountain/,2028,10,7,5,45,0,36,2.9
denton-hill-state-park,denton-hill-state-park skiresort,dentonhillstatepark,NULL,NULL,North America,USA,Pennsylvania,http://www.skiresort.info/ski-resort/denton-hill-state-park/,750,4,2,2,0,0,0,null
donner-ski-area,donner-ski-area skiresort,donnerskiranch,NULL,NULL,North America,USA,Western United States,http://www.skiresort.info/ski-resort/donner-ski-area/,2240,6,8,0,59,47,25,3
donner-ski-ranch,donner-ski-ranch skiresort,donnerskiranch,NULL,NULL,North America,USA,Western United States,http://www.skiresort.info/ski-resort/donner-ski-ranch/,2371,13,26,13,69,59,29,3
dynamite-hill-chestertown,dynamite-hill-chestertown skiresort,dynamitehill,NULL,NULL,North America,USA,New York,http://www.skiresort.info/ski-resort/dynamite-hill-chestertown/,281,0.2,0,0,0,0,0,1
eagle-island-park,eagle-island-park skiresort,eagleislandpark,NULL,NULL,North America,USA,Idaho,http://www.skiresort.info/ski-resort/eagle-island-park/,781,0.1,0,0,20,0,20,1
eaton-mountain,eaton-mountain skiresort,eatonmountain,NULL,NULL,North America,USA,Maine,http://www.skiresort.info/ski-resort/eaton-mountain/,140,1.5,0.5,0,15,0,0,null
echo-valley-lake-chelan,echo-valley-lake-chelan skiresort,echovalleylake,NULL,NULL,North America,USA,Washington State,http://www.skiresort.info/ski-resort/echo-valley-lake-chelan/,950,1,0.4,0.1,25,0,0,null
eldora-mountain,eldora-mountain skiresort,eldoramountainresort,NULL,NULL,North America,USA,Colorado,http://www.skiresort.info/ski-resort/eldora-mountain/,3292,11,26,15,94,0,54,3.2
elk-ridge-williams,elk-ridge-williams skiresort,elkridgewilliams,NULL,NULL,North America,USA,Arizona,http://www.skiresort.info/ski-resort/elk-ridge-williams/,2452,0.6,1.5,0.9,40,0,25,null
ferguson-ridge,ferguson-ridge skiresort,fergusonridge,NULL,NULL,North America,USA,Oregon,http://www.skiresort.info/ski-resort/ferguson-ridge/,1780,2,2,1,20,0,10,null
fort-wainwrightbirch-hill-fairbanks,fort-wainwrightbirch-hill-fairbanks skiresort,fortwainwrightalaska,NULL,NULL,North America,USA,Alaska,http://www.skiresort.info/ski-resort/fort-wainwrightbirch-hill-fairbanks/,300,1.5,0.3,0,0,0,0,null
four-seasons,four-seasons skiresort,fourseasonsjimbaran11,NULL,NULL,North America,USA,New York,http://www.skiresort.info/ski-resort/four-seasons/,185,0.4,0.1,0,24,0,18,null
fox-hill,fox-hill skiresort,foxhill111,NULL,NULL,North America,USA,Wisconsin,http://www.skiresort.info/ski-resort/fox-hill/,385,0.5,0.3,0.2,0,0,0,null
frost-fire-mountain,frost-fire-mountain skiresort,frostfiremountain,NULL,NULL,North America,USA,North Dakota,http://www.skiresort.info/ski-resort/frost-fire-mountain/,440,0.7,0.6,0.2,40,0,30,null
giants-ridge,giants-ridge skiresort,giantsridge,NULL,NULL,North America,USA,Minnesota,http://www.skiresort.info/ski-resort/giants-ridge/,560,4,5,3,54,0,38,3.3
great-bear-ski-area,great-bear-ski-area skiresort,greatbearskivalley,NULL,NULL,North America,USA,South Dakota,http://www.skiresort.info/ski-resort/great-bear-ski-area/,470,1.5,2,1,26,0,0,null
great-divide,great-divide skiresort,greatdivideski,NULL,NULL,North America,USA,Montana,http://www.skiresort.info/ski-resort/great-divide/,2210,10,20,20,40,30,20,3
haystack-mountain-the-hermitage-club,haystack-mountain-the-hermitage-club skiresort,haystackmountainthehermitageclub,NULL,NULL,North America,USA,Vermont,http://www.skiresort.info/ski-resort/haystack-mountain-the-hermitage-club/,975,5.6,9.5,4.2,0,0,0,3.7
heiliger-huegel-hubertus,heiliger-huegel-hubertus skiresort,heiligerhuegel,NULL,NULL,North America,USA,Wisconsin,http://www.skiresort.info/ski-resort/heiliger-huegel-hubertus/,391,0.6,0.4,0.2,25,0,0,2.7
hermon-mountain,hermon-mountain skiresort,hermonmountain,NULL,NULL,North America,USA,Maine,http://www.skiresort.info/ski-resort/hermon-mountain/,140,2,0.5,0.5,27,0,22,2.3
hickory-ski-center,hickory-ski-center skiresort,hickoryskicenter,NULL,NULL,North America,USA,New York,http://www.skiresort.info/ski-resort/hickory-ski-center/,583,3,3,2,45,0,30,null
hidden-valley-mo,hidden-valley-mo skiresort,hiddenvalleyski,NULL,NULL,North America,USA,Missouri,http://www.skiresort.info/ski-resort/hidden-valley-mo/,240,1,2,1,48,0,30,2.9
hilltop-anchorage,hilltop-anchorage skiresort,hilltopanchorage,NULL,NULL,North America,USA,Alaska,http://www.skiresort.info/ski-resort/hilltop-anchorage/,140,4,1,0,32,30,20,2.8
holiday-mountain-ny,holiday-mountain-ny skiresort,holidaymountain,NULL,NULL,North America,USA,New York,http://www.skiresort.info/ski-resort/holiday-mountain-ny/,440,1,2,1,42,0,0,null
hunter-mountain,hunter-mountain skiresort,huntermountain,NULL,NULL,North America,USA,New York,http://www.skiresort.info/ski-resort/hunter-mountain/,975,18,18,19,80,0,64,3.4
hyland-ski-snowboard-area,hyland-ski-snowboard-area skiresort,hylandskisnowboardarea,NULL,NULL,North America,USA,Minnesota,http://www.skiresort.info/ski-resort/hyland-ski-snowboard-area/,310,0.6,0.4,0.2,34,0,31,3
indian-lake,indian-lake skiresort,indianlake111,NULL,NULL,North America,USA,New York,http://www.skiresort.info/ski-resort/indian-lake/,599,0.6,0.3,0,0,0,0,1.5
jerrys-heliski-alaska,jerrys-heliski-alaska skiresort,jerrysheliskialaska,NULL,NULL,North America,USA,Alaska,http://www.skiresort.info/ski-resort/jerrys-heliski-alaska/,0,0,0,0,0,0,0,null
kettlebowl,kettlebowl skiresort,kettlebowl111,NULL,NULL,North America,USA,Wisconsin,http://www.skiresort.info/ski-resort/kettlebowl/,542,0.3,1.1,0,5,3,2,1
keyes-peak-florence,keyes-peak-florence skiresort,keyespeakflorence,NULL,NULL,North America,USA,Wisconsin,http://www.skiresort.info/ski-resort/keyes-peak-florence/,450,0.5,0,0,12,0,8,null
kirkwood,kirkwood skiresort,kirkwooddeep,NULL,NULL,North America,USA,Western United States,http://www.skiresort.info/ski-resort/kirkwood/,2987,15,30,20,119,107,87,3.2
lake-city-ski-hill,lake-city-ski-hill skiresort,lakecityskihill,NULL,NULL,North America,USA,Colorado,http://www.skiresort.info/ski-resort/lake-city-ski-hill/,2771,0.7,0.3,0,15,0,7,1.5
las-vegas-ski-and-snowboard-resort-lee-canyon,las-vegas-ski-and-snowboard-resort-lee-canyon skiresort,asvegasskiandsnowboard,NULL,NULL,North America,USA,Nevada,http://www.skiresort.info/ski-resort/las-vegas-ski-and-snowboard-resort-lee-canyon/,2856,0.3,5,2,70,0,60,2.8
las-vegas-wet-planned,las-vegas-wet-planned skiresort,lasvegaswetplanned,NULL,NULL,North America,USA,Nevada,http://www.skiresort.info/ski-resort/las-vegas-wet-planned/,0,0,0,0,0,0,0,null
leavenworth-ski-hill,leavenworth-ski-hill skiresort,skileavenworth,NULL,NULL,North America,USA,Washington State,http://www.skiresort.info/ski-resort/leavenworth-ski-hill/,520,1,0,0,18,0,14,1
little-ski-hill,little-ski-hill skiresort,littleskihill,NULL,NULL,North America,USA,Idaho,http://www.skiresort.info/ski-resort/little-ski-hill/,1700,1.4,0,0,15,0,12,null
little-switzerland-ski-resort,little-switzerland-ski-resort skiresort,littleswitzerlandskiresort,NULL,NULL,North America,USA,Wisconsin,http://www.skiresort.info/ski-resort/little-switzerland-ski-resort/,380,1.1,1.3,0.6,44,0,32,2.6
living-memorial-park-brattleboro,living-memorial-park-brattleboro skiresort,livingmemorialpark,NULL,NULL,North America,USA,Vermont,http://www.skiresort.info/ski-resort/living-memorial-park-brattleboro/,189,0.5,0,0,5,0,0,1.5
lonesome-pine-trails-fort-kent,lonesome-pine-trails-fort-kent skiresort,lonesomepinetrails,NULL,NULL,North America,USA,Maine,http://www.skiresort.info/ski-resort/lonesome-pine-trails-fort-kent/,299,1,1.6,2,20,0,17,1.4
lutsen-mountains,lutsen-mountains skiresort,lutsenmountains,NULL,NULL,North America,USA,Minnesota,http://www.skiresort.info/ski-resort/lutsen-mountains/,503,8,19,13,82,0,67,3.6
