resort_ggid,resort_name,resort_ggsearch_name,resort_geo_lat,resort_geo_lng,resort_loc_street,resort_loc_city,resort_loc_state,resort_loc_zipcode,resort_rating,resort_user_ratings,resort_opening_hours,resort_loc
87fd12a3a434163d2c3bc503f445616534fc0fe6,Howelsen Hill Ski Area,howelsen-hill-steamboat-springs skiresort,40.4833683,-106.8379721,Howelsen Pkwy, Steamboat Springs,CO,80487,4.7,172.0,{'open_now': False},"Howelsen Pkwy, Steamboat Springs, CO 80487, USA"
4b45bbbe13096fae8da6d46c3ab54d95a64d0b05,Huff Hills Ski Area,huff-hills skiresort,46.6268609,-100.723275,5455 Co Rd 80, Mandan,ND,58554,4.7,66.0,{'open_now': False},"5455 Co Rd 80, Mandan, ND 58554, USA"
033d4ba06cc63b9f1a65622624292efcf57d87eb,Hunt Hollow Ski Club,hunt-hollow-ski-club skiresort,42.6459844,-77.4780707,7532 County Road #36, Naples,NY,14512,4.6,42.0,,"7532 County Road #36, Naples, NY 14512, USA"
916c0ed2e948a93d02916d8a214a4c06ad78e553,Hunter Mountain,hunter-mountain skiresort,42.207763,-74.207797,64 Klein Ave, Hunter,NY,12442,4.4,2222.0,{'open_now': False},"64 Klein Ave, Hunter, NY 12442, USA"
b78742edda00540f09a44d829ec5147adc3e1f50,Hurricane Ridge Ski Area,hurricane-ridge skiresort,47.9699846,-123.4951352,Hurricane Ridge Rd, Port Angeles,WA,98363,4.7,48.0,,"Hurricane Ridge Rd, Port Angeles, WA 98363, USA"
5a1af9bae42efa8a91e7f5b399b538b0364fe4be,Hyland Hills Ski Area,hyland-ski-snowboard-area skiresort,44.84363,-93.36361099999999,8800 Chalet Rd, Bloomington,MN,55438,4.3,153.0,{'open_now': False},"8800 Chalet Rd, Bloomington, MN 55438, USA"
1d7d5611dd4daf3afe5305e758e5d1d3bc6ea8b3,Indianhead Mountain - Big Snow Resort,indianhead-mountain skiresort,46.500277,-89.970939,500 Indianhead Rd, Wakefield,MI,49968,4.4,273.0,{'open_now': False},"500 Indianhead Rd, Wakefield, MI 49968, USA"
42384aabb592412941119431fc4a4c374fec7e10,Jack Frost Ski Resort,jack-frost-mountain skiresort,41.110006,-75.65123,434 Jack Frost Mountain Rd, White Haven,PA,18661,4.4,717.0,{'open_now': True},"434 Jack Frost Mountain Rd, White Haven, PA 18661, USA"
012bc35cd4813a720dbe1758bf845d89f22be395,Hotel Terra Jackson Hole,jackson-hole skiresort,43.5866,-110.829,3335 Village Dr, Teton Village,WY,83025,4.4,325.0,{'open_now': True},"3335 Village Dr, Teton Village, WY 83025, USA"
3c90f1b7f26d44397b7d0e8edb7cb6c8a7bdbd0b,Jay Peak Resort,jay-peak skiresort,44.9379405,-72.5045173,830 Jay Peak Rd, Jay,VT,05859,4.5,1645.0,,"830 Jay Peak Rd, Jay, VT 05859, USA"
7e5dc9c19acaec55388fb97bd1fc6eab7e85d612,Majestic Heli Ski,jerrys-heliski-alaska skiresort,61.819135,-147.458662,16162 West Glenn Hwy, Sutton,AK,99674,4.6,12.0,{'open_now': False},"16162 West Glenn Hwy, Sutton, AK 99674, USA"
34e9d7d7d75abfd85abff79468dd6875a4c2a31f,Jiminy Peak Mountain Resort,jiminy-peak skiresort,42.55538929999999,-73.292165,37 Corey Rd, Hancock,MA,01237,4.4,883.0,{'open_now': True},"37 Corey Rd, Hancock, MA 01237, USA"
7c74aee3954b52bc0e08c0986cf5cc0367a5bd57,June Mountain Ski Area,june-mountain skiresort,37.7679169,-119.0906293,3819 CA-158, June Lake,CA,93529,4.7,323.0,,"3819 CA-158, June Lake, CA 93529, USA"
a7d316fd9a620a6fed7edaf7ed0e0aedf4a15221,Kelly Canyon Ski Resort,kelly-canyon skiresort,43.644534,-111.6308829,5488 E Kelly Canyon Rd, Ririe,ID,83443,4.3,291.0,{'open_now': False},"5488 E Kelly Canyon Rd, Ririe, ID 83443, United States"
78f21ac1c448909087863599052656bd879c6c0a,Kendall Mountain Recreation Area,kendall-mountain-silverton skiresort,37.8112094,-107.6569087,1 Kendall Pl, Silverton,CO,81433,4.5,37.0,,"1 Kendall Pl, Silverton, CO 81433, USA"
d4708d1b80570bcfea919e53dacace7053702b81,Kettlebowl ski area,kettlebowl skiresort,45.2717983,-88.901379,White Lake,White Lake,WI,54491,4.8,15.0,,"White Lake, WI 54491, USA"
ef21803f2980e245f6067c682671c1a211afd20b,Keyes Peak Ski Hill,keyes-peak-florence skiresort,45.8957406,-88.2994879,4960 WI-101, Florence,WI,54121,4.6,37.0,{'open_now': False},"4960 WI-101, Florence, WI 54121, USA"
941f3bbc7b7ccab4ce3ee97012a715f40c4f6a7b,Keystone Resort,keystone skiresort,39.6084419,-105.9436693,100 Dercum Square, Keystone,CO,80435,4.6,1373.0,,"100 Dercum Square, Keystone, CO 80435, USA"
210ef0dd1d3816eaed9da1d7fbbb919ce22ef9d0,Killington Ski Area,killington skiresort,43.6167676,-72.8013062,4763 Killington Rd, Killington,VT,05751,4.7,1728.0,{'open_now': True},"4763 Killington Rd, Killington, VT 05751, USA"
b052e73d88aef3bce7fc727bf2e7b540bcd4d6ea,King Pine Ski Area,king-pine-purity-spring-resort skiresort,43.8680791,-71.0889018,1251 Eaton Rd, Madison,NH,03849,4.4,88.0,{'open_now': True},"1251 Eaton Rd, Madison, NH 03849, USA"
26d090cfd6859cda63f6bfdec27306bd1a1129d9,Kirkwood Mountain Resort,kirkwood skiresort,38.6847514,-120.0651665,1501 Kirkwood Meadows Dr, Kirkwood,CA,95646,4.6,1642.0,,"1501 Kirkwood Meadows Dr, Kirkwood, CA 95646, USA"
c397ae8b6d5ba6190cc10becfeb1caf4b1a7dc2e,Kissing Bridge Snow Sports,kissing-bridge skiresort,42.6001848,-78.6526985,10296 State Rd, Glenwood,NY,14069,4.2,182.0,{'open_now': False},"10296 State Rd, Glenwood, NY 14069, USA"
12c4f9ec8d32e2ec13272481b783c6231ab95b13,Labrador Mountain,labrador-mountain skiresort,42.741791,-76.030215,6935 NY-91, Truxton,NY,13158,4.2,185.0,{'open_now': False},"6935 NY-91, Truxton, NY 13158, USA"
84e4befe83ee675f5ec769b6b4cc6a138e891460,Lake City Ski Hill,lake-city-ski-hill skiresort,38.0109874,-107.3116354,Lake City,Lake City,CO,81235,5.0,9.0,,"Lake City, CO 81235, USA"
5c30e4dc2fc6cce7faa8f7303e483a9d4d912d74,Lee Canyon,las-vegas-ski-and-snowboard-resort-lee-canyon skiresort,36.3037018,-115.6796327,6725 Lee Canyon Rd, Las Vegas,NV,89124,4.5,835.0,{'open_now': False},"6725 Lee Canyon Rd, Las Vegas, NV 89124, USA"
1608da30807c9c59c8b474db4f81d45ce24136e8,Laurel Mountain Ski Resort,laurel-mountain skiresort,40.1635126,-79.16540710000001,Boswell,Boswell,PA,15531,4.8,68.0,,"Boswell, PA 15531, USA"
7aae59faa5bd73c10389cd53a5d4bd104e54e2ae,Leavenworth Ski Hill,leavenworth-ski-hill skiresort,47.61411220000001,-120.668688,10701 Ski Hill Dr, Leavenworth,WA,98826,4.3,205.0,{'open_now': False},"10701 Ski Hill Dr, Leavenworth, WA 98826, USA"
56e7c4cdfada86b135fc9f7e30ebfb1845a7191c,Liberty Mountain Resort,liberty-mountain skiresort,39.76366,-77.37545899999999,78 Country Club Trail, Fairfield,PA,17320,4.4,1357.0,,"78 Country Club Trail, Fairfield, PA 17320, USA"
769f8c54fbac9bd4b875eed6af46ca8dcfe39e5f,Little Ski Hill,little-ski-hill skiresort,44.9301164,-116.1624784,3635 ID-55, McCall,ID,83638,4.7,43.0,{'open_now': False},"3635 ID-55, McCall, ID 83638, USA"
98bf73f713f1758170b2d6dc7e56eced67f29c46,Little Switzerland Ski Area,little-switzerland-ski-resort skiresort,43.3378391,-88.2789304,105 Cedar Creek Rd, Slinger,WI,53086,4.2,192.0,{'open_now': False},"105 Cedar Creek Rd, Slinger, WI 53086, USA"
9d9fda4978539a655b514178048066173d57e8f3,Living Memorial Park Snow Sports Ski Area,living-memorial-park-brattleboro skiresort,42.8482311,-72.5857687,Memorial Park Dr, West Brattleboro,VT,05301,4.7,23.0,{'open_now': False},"Memorial Park Dr, West Brattleboro, VT 05301, USA"
e35b18653f63fa854a9a93fdb0b7326be93a50a8,Lonesome Pine Trails,lonesome-pine-trails-fort-kent skiresort,47.2460346,-68.5944676,Lonesome Pine Trls , Fort Kent,ME,04743,4.9,31.0,,"Lonesome Pine Trls , Fort Kent, ME 04743, Fort Kent, ME 04743, United States"
95979c1f4475251267d00aaf123bb720e996198e,Lookout Pass Ski & Recreation Area,lookout-pass skiresort,47.45602400000001,-115.6972519,I-90 Exit 0, Mullan,ID,83846,4.6,362.0,,"I-90 Exit 0, Mullan, ID 83846, USA"
9045841668d20d69b4e3d8b0f1f05e039e9260a7,Lost Trail Powder Mountain,lost-trail-powder-mountain skiresort,45.6935102,-113.9501248,9485 US-93, Sula,MT,59871,4.6,187.0,{'open_now': False},"9485 US-93, Sula, MT 59871, USA"
5a8fd82e6147c5eb31c0effd51cc11ed40d44ad8,Lost Valley,lost-valley skiresort,44.1340569,-70.28237279999999,200 Lost Valley Rd, Auburn,ME,04210,4.4,225.0,{'open_now': False},"200 Lost Valley Rd, Auburn, ME 04210, USA"
92312eaf042cb8ebd97b25895d564df270b3c5fb,Loup Loup Ski Bowl,loup-loup-ski-bowl skiresort,48.3943616,-119.91097,97 Fs 4200100 Rd, Okanogan,WA,98840,4.6,70.0,{'open_now': False},"97 Fs 4200100 Rd, Okanogan, WA 98840, USA"
a6fdded0fca8e1c08bc844589a1075958c1d2588,Loveland Ski Area,loveland skiresort,39.6800375,-105.8979465,I-70, Dillon,CO,80435,4.7,2003.0,{'open_now': False},"I-70, Dillon, CO 80435, USA"
937552e74ca9dbd85612f0799288bec94d1e49c3,Lutsen Mountains,lutsen-mountains skiresort,47.663713,-90.7135557,467 Ski Hill Rd, Lutsen,MN,55612,4.5,787.0,{'open_now': False},"467 Ski Hill Rd, Lutsen, MN 55612, USA"
8a833dbc1ee66f1e476a40861bf561f08850c311,Lyndon Outing Club,lyndon-outing-club skiresort,44.5333103,-71.9872058,1580 Lily Pond Rd, Lyndonville,VT,05851,4.8,15.0,{'open_now': False},"1580 Lily Pond Rd, Lyndonville, VT 05851, USA"
ef5526350029d43d07a5b753d762edf3aab5b191,Mad River Glen Cooperative,mad-river-glen skiresort,44.2024842,-72.9175431,57 Schuss Pass, Waitsfield,VT,05673,4.6,244.0,,"57 Schuss Pass, Waitsfield, VT 05673, USA"
325bfe553b2212a11a95753ec99ce911d0cb6ca0,Mad River Mountain,mad-river-mountain skiresort,40.3180764,-83.6776953,1000 Snow Valley Rd, Zanesfield,OH,43360,4.4,965.0,,"1000 Snow Valley Rd, Zanesfield, OH 43360, USA"
19d929ecc617c17c41ad4d05592e1d4546f5d767,Six Flags Magic Mountain,magic-mountain skiresort,34.4253305,-118.5972191,26101 Magic Mountain Pkwy, Valencia,CA,91355,4.6,21838.0,,"26101 Magic Mountain Pkwy, Valencia, CA 91355, USA"
3c3d08ca82f47ea6383c8305d483fc597edafb4c,Magic Mountain Ski Resort,magic-mountain-resort skiresort,42.5349259,-114.4744565,319 Orchard Dr, Twin Falls,ID,83301,4.4,84.0,{'open_now': False},"319 Orchard Dr, Twin Falls, ID 83301, USA"
eb88b74b18bbb12aa8824fddbeeca3a3b3bed136,Mammoth Mountain Ski Area,mammoth-mountain skiresort,37.6508713,-119.0368066,10001 Minaret Rd, Mammoth Lakes,CA,93546,4.7,1441.0,,"10001 Minaret Rd, Mammoth Lakes, CA 93546, USA"
8c80412205ebef1894a70e25791aa3e8da6b9429,Maple Ski Ridge,maple-ski-ridge skiresort,42.8177282,-74.03164819999999,2725 Mariaville Rd, Schenectady,NY,12306,4.5,112.0,,"2725 Mariaville Rd, Schenectady, NY 12306, USA"
6e9960f0b48b3c7d6e04799fbf339561f248a7ba,Marquette Mountain Ski & Bike Area,marquette-mountain skiresort,46.5082074,-87.42080969999999,4501 M-553, Marquette,MI,49855,4.4,217.0,{'open_now': False},"4501 M-553, Marquette, MI 49855, USA"
13bd84f805b9782e2b319336f2a2a9bbc497afeb,Massanutten Resort,massanutten skiresort,38.406572,-78.716122,1822 Resort Dr, McGaheysville,VA,22840,4.3,4013.0,{'open_now': True},"1822 Resort Dr, McGaheysville, VA 22840, USA"
7357cff02b2cb71ded52ea010cca2f4b2ab96e16,Maverick Mountain,maverick-mountain skiresort,45.4339155,-113.128581,1600 Maverick Mountain Rd, Polaris,MT,59746,4.8,59.0,,"1600 Maverick Mountain Rd, Polaris, MT 59746, USA"
bc2c1fbec3151627465cfd0233ec4e85d9914b9f,Mc Cauley Mountain Ski Center,mccauly-mountain skiresort,43.6971947,-74.96615849999999,300 McCauley Rd, Old Forge,NY,13420,4.7,188.0,{'open_now': True},"300 McCauley Rd, Old Forge, NY 13420, USA"
077195eff69fd18dce1014390d82607ce3b5b652,McIntyre Ski Area,mcintyre skiresort,43.0065773,-71.44167240000002,50 Chalet Way, Manchester,NH,03104,4.4,340.0,,"50 Chalet Way, Manchester, NH 03104, USA"
5530c67b71e7c023d7788d22253e185676184a51,Meadowlark Ski Lodge,meadowlark-ski-lodge skiresort,44.17401710000001,-107.214743,426 US-16, Ten Sleep,WY,82442,4.1,35.0,,"426 US-16, Ten Sleep, WY 82442, USA"
149b96f3e8d1ee8b160f4e8cbaecc8bd1187f9c4,Meany Lodge,meany-lodge skiresort,47.2803081,-121.3200936,Stampede Pass Rd, Easton,WA,98925,4.4,9.0,,"Stampede Pass Rd, Easton, WA 98925, USA"
79bfb56c5be83dc4c495d44628c4eb2f123e0814,Middlebury College Snow Bowl,middlebury-college-snow-bowl skiresort,43.9391922,-72.95758719999999,6886 VT-125, Hancock,VT,05748,4.5,15.0,{'open_now': True},"6886 VT-125, Hancock, VT 05748, USA"
0075a2266bedd72f212f9eb54bf6f14a61deffbb,Missaukee Ski Mountain,missaukee-mountain skiresort,44.39213420000001,-85.2274138,6500 W Walker Rd, Lake City,MI,49651,4.3,8.0,,"6500 W Walker Rd, Lake City, MI 49651, USA"
2387121e81202a7594033319d56ade7edf34f622,Mohawk Mountain Ski Area,mohawk-mountain skiresort,41.838231,-73.3150586,46 Great Hollow Rd, Cornwall,CT,06753,4.5,284.0,,"46 Great Hollow Rd, Cornwall, CT 06753, USA"
30c6c50e805134118395f337e43ba223a82d71ea,Monarch Mountain,monarch skiresort,38.51215699999999,-106.332232,23715 US-50, Salida,CO,81201,4.7,1008.0,{'open_now': False},"23715 US-50, Salida, CO 81201, USA"
650797b194480c63b1eec5053a9377f3f4c58db0,Mont Du Lac Resort,mont-du-lac skiresort,46.652021,-92.28433,3125 S Mont Du Lac Rd, Superior,WI,54880,4.6,149.0,{'open_now': False},"3125 S Mont Du Lac Rd, Superior, WI 54880, USA"
524c8df40eca4f3d694a89c5c4a1d3cfe20103d5,Mont Ripley Ski Area,mont-ripley skiresort,47.127847,-88.560052,49051 Ski Hill, Hancock,MI,49930,4.7,126.0,{'open_now': False},"49051 Ski Hill, Hancock, MI 49930, USA"
8fbb622f7d22d1281b2c8c0b650069fe0ddb66b5,Montage Mountain Resorts,montage-mountain-resort skiresort,41.3512429,-75.6629169,1000 Montage Mountain Rd, Scranton,PA,18507,4.2,484.0,{'open_now': True},"1000 Montage Mountain Rd, Scranton, PA 18507, USA"
63368f541554301d6be903b209a28b787b12bdfe,Snowbowl,montana-snowbowl skiresort,47.014436,-113.999568,1700 Snow Bowl Rd, Missoula,MT,59808,4.4,163.0,,"1700 Snow Bowl Rd, Missoula, MT 59808, USA"
ad787a05534bcb548d32f835a66f00c09bf327b9,Moose Mountain Ski and Snowboard Resort,moose-mountain skiresort,64.9427051,-147.9921731,3450 Moose Mountain Rd, Fairbanks,AK,99709,4.4,43.0,{'open_now': False},"3450 Moose Mountain Rd, Fairbanks, AK 99709, USA"
58311d6672bc3e1444016a9b249fac9589de6f84,Mount Pleasant of Edinboro,mount-pleasant skiresort,41.850989,-80.070287,14510 Mt Pleasant Rd, Cambridge Springs,PA,16403,4.6,107.0,{'open_now': False},"14510 Mt Pleasant Rd, Cambridge Springs, PA 16403, USA"
b870af9aaebd039bb7bb7e262b65b189c877956c,Ski Gull,mount-ski-gull skiresort,46.4475939,-94.3779586,9898 County 77 Southwest, Nisswa,MN,56468,4.5,115.0,,"9898 County 77 Southwest, Nisswa, MN 56468, USA"
a792063a34ffc57f277a2190d607b7e471483034,Mount Snow Ski & Snowboard School,mount-snow skiresort,42.9689141,-72.8963452,39 Mount Snow Road, West Dover,VT,05356,4.5,336.0,{'open_now': True},"39 Mount Snow Road, West Dover, VT 05356, USA"
76995f5480150246e699c1b38e1048619a0bbb5e,Mountain Creek,mountain-creek-vernon skiresort,41.1907548,-74.50522339999999,200 NJ-94, Vernon Township,NJ,07462,4.2,3013.0,,"200 NJ-94, Vernon Township, NJ 07462, USA"
8e264a76e6d8782305955b6b935811d46b32b06c,Mt. High East - Yetis Snow Park,mountain-high-east skiresort,34.37194849999999,-117.6765696,Wrightwood,Wrightwood,CA,92397,4.0,137.0,,"Wrightwood, CA 92397, USA"
4e260a2158ad5a0faba5fe9121649e51e034f612,Mountain High Resort,mountain-high-north skiresort,34.3769418,-117.6915242,24510 CA-2, Wrightwood,CA,92397,4.3,1296.0,{'open_now': False},"24510 CA-2, Wrightwood, CA 92397, USA"
4e260a2158ad5a0faba5fe9121649e51e034f612,Mountain High Resort,mountain-high-west skiresort,34.3769418,-117.6915242,24510 CA-2, Wrightwood,CA,92397,4.3,1296.0,{'open_now': False},"24510 CA-2, Wrightwood, CA 92397, USA"
7d2f06b8146afebb6cd04f58e7cfe1e8366314ee,Mt Abram Family Resort,mt-abram skiresort,44.3797963,-70.7068649,3112, Greenwood,ME,04255,4.7,112.0,{'open_now': False},"3112, 308 Howe Hill Rd, Greenwood, ME 04255, United States"
4158f9c8f30426409a25df05f483030301296ba3,Mt. Ashland Ski Area,mt-ashland skiresort,42.081685,-122.704754,11 Mt Ashland Ski Rd, Ashland,OR,97520,4.5,299.0,{'open_now': False},"11 Mt Ashland Ski Rd, Ashland, OR 97520, USA"
604e84882e4c30de5677c90d890e95b019357a4f,Mt Ashwabay Ski and Recreation Area,mt-ashwabay-salmo skiresort,46.7772283,-90.8945596,32525 Ski Hill Rd, Bayfield,WI,54814,4.6,64.0,{'open_now': False},"32525 Ski Hill Rd, Bayfield, WI 54814, USA"
453535c0347bd9eb791429e3bfd44bb15d644123,Mt Bachelor,mt-bachelor skiresort,44.0032939,-121.6787834,13000 SW Century Drive, Bend,OR,97702,4.6,1188.0,{'open_now': False},"13000 SW Century Drive, Bend, OR 97702, USA"
30726a4f6de541a4d5ef6806cdd2ff02aaac4964,Mt Bailey,mt-bailey skiresort,43.1551252,-122.2205893,Mt Bailey,Mt Bailey,Oregon,97447,3.8,10.0,,"Mt Bailey, Oregon 97447, USA"
f5180720f4d6c66b5153170e74f9f189cd0c5cac,Mt. Baker Ski Area,mt-baker skiresort,48.8572916,-121.6666619,Mt Baker Hwy, Deming,WA,98244,4.7,1390.0,{'open_now': False},"Mt Baker Hwy, Deming, WA 98244, USA"
82f5eeddd237191ed6497956447d3ddcd2e1b846,Mt. Baldy Resort,mt-baldy skiresort,34.2700828,-117.6219104,8401 Mt Baldy Rd, Mt Baldy,CA,91759,4.4,512.0,{'open_now': False},"8401 Mt Baldy Rd, Mt Baldy, CA 91759, USA"
95ec7e7768f78be6aaa78c99a1f9685af9d36523,Mount Bohemia,mt-bohemia skiresort,47.3885878,-88.0221712,6532 Gay Lac La Belle Rd, Mohawk,MI,49950,4.8,469.0,{'open_now': False},"6532 Gay Lac La Belle Rd, Mohawk, MI 49950, USA"
a3a31b9a53b62c7be470ea7854d3adce83cc9f4f,Mt Brighton Ski Area,mt-brighton skiresort,42.5407834,-83.8115528,4141 Bauer Rd, Brighton,MI,48116,4.3,501.0,{},"4141 Bauer Rd, Brighton, MI 48116, USA"
adb8e07ffe13552f7642f2487ac6fc86a9d67e13,Mt. Eustis Ski Hill,mt-eustis-littleton skiresort,44.2968644,-71.7728683,400 Mt Eustis Rd, Littleton,NH,03561,4.8,6.0,,"400 Mt Eustis Rd, Littleton, NH 03561, USA"
69838d2829a3ebe40404934b564995dec48ad7bc,Mt Eyak Ski Area,mt-eyak skiresort,60.5500012,-145.7499932,Ski Hill Rd, Cordova,AK,99574,4.7,21.0,,"Ski Hill Rd, Cordova, AK 99574, USA"
4ca2fb0a9602fc047bdd99e2bc276adbc483e343,Mt. Holiday Ski and Recreational Area,mt-holiday skiresort,44.7434767,-85.5143504,3100 Holiday Rd, Traverse City,MI,49686,4.5,195.0,{'open_now': False},"3100 Holiday Rd, Traverse City, MI 49686, USA"
0510b66af669597df893e8b4e253d2c1bf231b0e,Mt. Hood Meadows,mt-hood-meadows skiresort,45.3317552,-121.6651848,14040 Oregon 35, Mt Hood,OR,97041,4.5,1427.0,{'open_now': False},"14040 Oregon 35, Mt Hood, OR 97041, USA"
0043e29d1ed8af3cb88dde22dbf0636115605b4b,Mt. Hood Skibowl,mt-hood-skibowl skiresort,45.3017422,-121.7724581,87000 US-26, Government Camp,OR,97028,4.4,1658.0,{'open_now': False},"87000 US-26, Government Camp, OR 97028, USA"
acff776ac992f6321dadc45849c5187b5b6bee31,Mt. Jefferson Ski Area,mt-jefferson skiresort,45.3539848,-68.2830345,744 Winn Rd, Lee,ME,04455,4.6,22.0,,"744 Winn Rd, Lee, ME 04455, USA"
22516fa7aa5109c502f913dcbfe9c49a25068b5e,Mount Kato Ski Hill,mt-kato skiresort,44.1331486,-94.0334256,20461 State Hwy 66, Mankato,MN,56001,4.4,282.0,{'open_now': False},"20461 State Hwy 66, Mankato, MN 56001, USA"
0c2cc886c08347d4806ba259f13fd37e862b6020,Mt La Crosse Pro Shop,mt-la-crosse skiresort,43.7436241,-91.1829743,Old Town Hall Rd, La Crosse,WI,54601,4.4,96.0,,"Old Town Hall Rd, La Crosse, WI 54601, USA"
0453a2c345511b9e3b911e33e276363fe03afceb,Mt Lemmon Ski Valley,mt-lemmon-ski-valley skiresort,32.4474562,-110.7816719,10300 E Ski Run Rd, Mt Lemmon,AZ,85619,4.6,654.0,{'open_now': False},"10300 E Ski Run Rd, Mt Lemmon, AZ 85619, USA"
4d563de8df4a6f30426743b26fe7a200fd40ee0a,Mount Peter Ski Area,mt-peter skiresort,41.2477999,-74.2951873,51 Old Mt Peter Rd, Warwick,NY,10990,4.2,437.0,{'open_now': True},"51 Old Mt Peter Rd, Warwick, NY 10990, USA"
efc871be1c97604863ca83ffe36240678b0e8f90,Mt Pisgah Ski Area,mt-pisgah skiresort,44.3456143,-74.12571319999999,Mt Pisgah Rd, Saranac Lake,NY,12983,4.5,65.0,{'open_now': False},"Mt Pisgah Rd, Saranac Lake, NY 12983, USA"
77782b79911153cfdb31d15600d00eeca5e9b482,Mt. Rose Ski Tahoe,mt-rose skiresort,39.328435,-119.885375,22222 Mt Rose Hwy, Reno,NV,89511,4.6,869.0,{'open_now': False},"22222 Mt Rose Hwy, Reno, NV 89511, USA"
bfb10167a783d9a59651eff81df80a8c5042068c,Mt. Shasta Ski Park,mt-shasta-ski-park skiresort,41.321106,-122.203502,4500 Ski Park Hwy, McCloud,CA,96057,4.5,374.0,{'open_now': False},"4500 Ski Park Hwy, McCloud, CA 96057, USA"
26cae758eee75f1e0350bff860144a6a7e56eb28,Mount Southington Ski Area,mt-southington skiresort,41.5820605,-72.9249201,396 Mt Vernon Rd, Plantsville,CT,06479,4.3,368.0,{'open_now': False},"396 Mt Vernon Rd, Plantsville, CT 06479, USA"
e5fdf46f25af30eb4ed7e9bb5a77d1bada706e23,Mt. Spokane Ski & Snowboard Park,mt-spokane skiresort,47.921382,-117.096416,29500 N Mt Spokane Park Dr, Mead,WA,99021,4.6,418.0,{'open_now': False},"29500 N Mt Spokane Park Dr, Mead, WA 99021, USA"
96a8d35302b9af6eaa6bb1ca66f93cbd7ce7fe31,Mount Sunapee Resort,mt-sunapee skiresort,43.331889,-72.08014,1398 NH-103, Newbury,NH,03255,4.1,90.0,{'open_now': True},"1398 NH-103, Newbury, NH 03255, USA"
9936c6b91ee2a1ade2cc85650774f4700b534dec,Mt Waterman Ski Lifts,mt-waterman skiresort,34.3493069,-117.9287896,California 2, La Cañada Flintridge,CA,93553,4.7,45.0,,"California 2, La Cañada Flintridge, CA 93553, USA"
b2e9b5ab16d59a95a84b8ff03711a09707e4eb3b,Mt Zion Ski Hill,mt-zion-hill skiresort,46.4741755,-90.1630175,E4946 Jackson Rd, Ironwood,MI,49938,4.3,18.0,,"E4946 Jackson Rd, Ironwood, MI 49938, USA"
5de7c8a0d17ca4a5022365262c700d76b7f7d75f,Mulligan's Hollow Ski Bowl,mulligans-hollow-ski-bowl skiresort,43.0577903,-86.23971879999999,600 Y Dr, Grand Haven,MI,49417,4.6,59.0,,"600 Y Dr, Grand Haven, MI 49417, USA"
ff406d06b9e227b9e75594f7d6c7051148f1f89d,Mystic Mountain,mystic-mountain-farmington skiresort,39.8134861,-79.54607039999999,Farmington,Farmington,PA,15437,4.2,59.0,,"Farmington, PA 15437, USA"
7b66f7c386e50b2cacf5519c4b624bcaa7fbe2f7,Nashoba Valley Ski Area,nashoba-valley skiresort,42.542564,-71.445036,79 Powers Rd, Westford,MA,01886,4.1,635.0,{'open_now': False},"79 Powers Rd, Westford, MA 01886, USA"
ac79c55bc9b59f8dd590e56c6a418e2f348e5933,Navarino Hills,navarino-hills skiresort,44.610385,-88.5854796,N685 WI-187, Shiocton,WI,54170,4.3,6.0,,"N685 WI-187, Shiocton, WI 54170, USA"
0d1b19ff714108ceb738bc794318c1396a88172c,Nordic Mountain,nordic-mountain skiresort,44.1213922,-89.1812861,W5806 County Rd W, Wild Rose,WI,54984,4.4,77.0,{'open_now': False},"W5806 County Rd W, Wild Rose, WI 54984, USA"
60bf91acdc075e3d02d65b6391566673e158509a,Nordic Valley Ski Resort,nordic-valley skiresort,41.3103554,-111.8648485,3567 Nordic Valley Way, Eden,UT,84310,4.4,322.0,{'open_now': False},"3567 Nordic Valley Way, Eden, UT 84310, USA"
3648a8a579fa3e409c659965ed69063bc5a0b83f,North Cascade Heli-Skiing,north-cascade-heliskiing-mazama skiresort,48.5963259,-120.4426602,31 Early Winters Dr, Mazama,WA,98833,5.0,4.0,,"31 Early Winters Dr, Mazama, WA 98833, USA"
47cde89cd616a9376d3e65d1f41045267b699c97,Northeast Slopes,northeast-slopes-east-corinth skiresort,44.0726057,-72.2504925,10397 VT-25, East Corinth,VT,05040,4.8,16.0,,"10397 VT-25, East Corinth, VT 05040, USA"
ebc4263bc008dcd7bfd8ea2f14036e8622059f30,Northstar California Resort,northstar-california-resort skiresort,39.2745678,-120.1210934,5001 Northstar Dr, Truckee,CA,96161,4.5,3304.0,,"5001 Northstar Dr, Truckee, CA 96161, USA"
eaf80859fcf1f191094842999fa3d3ab127d3ce2,Norway Mountain Resort,norway-mountain skiresort,45.789492,-87.86985299999999,N2090 Briar Mountain Rd, Norway,MI,49870,4.5,20.0,,"N2090 Briar Mountain Rd, Norway, MI 49870, USA"
4612d10b8575e5fd1a4e2f01ccb98fe855d80d29,Nubs Nob Ski Resort,nubs-nob-ski-area skiresort,45.4717721,-84.9040952,500 Nubs Nob Rd, Harbor Springs,MI,49740,4.8,646.0,,"500 Nubs Nob Rd, Harbor Springs, MI 49740, USA"
c2ac91fe445469230ce334f7ae6be08cae98c128,Nutt Hill Ski Area,nutt-hill-plymouth skiresort,43.7505713,-87.9906017,Main St, Plymouth,WI,53073,4.3,9.0,,"Main St, Plymouth, WI 53073, USA"
